"","x"
"1",59.5071568340565
"2",35.21832707684
"3",20.0210917801027
"4",17.7121098186323
"5",15.3307286739568
"6",13.998409868223
"7",13.3142862936968
"8",11.4096197516913
"9",10.6721280573233
"10",8.39344155814568
"11",7.89456525821049
"12",7.58544942919545
"13",7.18497091193346
"14",6.77383453270389
"15",6.61673536100126
"16",6.39207323794977
"17",6.04368991042019
"18",5.63219157406864
"19",5.11301065573737
"20",4.75740104323817
"21",4.42419212602702
"22",4.2608509389004
"23",3.9640954950836
"24",3.83054745331444
"25",3.66457579512906
"26",3.45854571934073
"27",3.22127946987762
"28",3.10430352005695
"29",3.07941972023711
"30",2.86055367091251
"31",2.70950998239077
"32",2.6367656252288
"33",2.44956549642727
"34",2.35538839839578
"35",2.29342606087016
"36",2.15898343281684
"37",2.04227148941594
"38",1.98780600728182
"39",1.93887065094446
"40",1.7936031681933
"41",1.70249505084284
"42",1.69227560500345
"43",1.62652900848408
"44",1.57189429032284
"45",1.4703380597801
"46",1.46166470759122
"47",1.37887841623405
"48",1.36445375925788
"49",1.3522421877871
"50",1.26885825357154
"51",1.23848441509916
"52",1.16087954971899
"53",1.12483452545152
"54",1.10168363830466
"55",1.09221299189648
"56",1.04117176309722
"57",0.994062424829408
"58",0.935531301970227
"59",0.909731792576634
"60",0.88807465793992
"61",0.865509482162381
"62",0.857209843091231
"63",0.834359977199757
"64",0.831929550148733
"65",0.796112915003877
"66",0.770787012678518
"67",0.746525047364817
"68",0.735470657626222
"69",0.706026072517219
"70",0.700613951279923
"71",0.683202722675542
"72",0.663803205511517
"73",0.630995345240438
"74",0.627750380958705
"75",0.619305047412397
"76",0.603073653223429
"77",0.599310022569362
"78",0.579907883859478
"79",0.577006200718529
"80",0.555392731978212
"81",0.550275883084351
"82",0.531765640069773
"83",0.528325042616548
"84",0.512766739841326
"85",0.501539251575923
"86",0.487473695422153
"87",0.472647443907383
"88",0.471106989601467
"89",0.453764992776007
"90",0.445990357978179
"91",0.429100387300318
"92",0.422067696216829
"93",0.418809988411367
"94",0.408931022701741
"95",0.397398683420184
"96",0.388870074552294
"97",0.378816244026537
"98",0.365885269386226
"99",0.35767706461218
"100",0.355665696843665
"101",0.349177874801851
"102",0.339089000278344
"103",0.337300212696962
"104",0.331648033636363
"105",0.327659476436865
"106",0.326375475799033
"107",0.320472983402426
"108",0.313187305802365
"109",0.302587935850403
"110",0.300283915889942
"111",0.296867659064917
"112",0.295670204044333
"113",0.285861702830605
"114",0.275011690724115
"115",0.270578851092748
"116",0.265690360550588
"117",0.260200677662372
"118",0.258960367740767
"119",0.254650380279968
"120",0.251949817328558
"121",0.245855442770832
"122",0.245096969148485
"123",0.239705625174321
"124",0.23558835663576
"125",0.228870304117438
"126",0.228548411470722
"127",0.22420452541921
"128",0.221113678265
"129",0.213867045845594
"130",0.21060731429036
"131",0.209278896129899
"132",0.206495715421402
"133",0.203341677945396
"134",0.200682524461209
"135",0.196610902487991
"136",0.194180508412069
"137",0.188256763248247
"138",0.187870570277784
"139",0.18483071894035
"140",0.184149923292701
"141",0.180682005445253
"142",0.177357144182877
"143",0.174391150180157
"144",0.171992724246656
"145",0.168143544521229
"146",0.167072076711505
"147",0.162915683641334
"148",0.159922797656235
"149",0.157779092907299
"150",0.155632737222757
"151",0.153289842628278
"152",0.151527212659215
"153",0.150574793372273
"154",0.147850465022898
"155",0.14598900937254
"156",0.144637139147107
"157",0.141761592733589
"158",0.139534010608244
"159",0.137365440082441
"160",0.134349665268181
"161",0.133623916115571
"162",0.131720208023491
"163",0.128645569158729
"164",0.126867768858671
"165",0.12555365211573
"166",0.123073837243183
"167",0.122725521655386
"168",0.120957222788296
"169",0.119859916299412
"170",0.116595990775336
"171",0.115050477094684
"172",0.114662274928319
"173",0.113811604783075
"174",0.112110599217223
"175",0.109793677009728
"176",0.109454516422908
"177",0.108345698533159
"178",0.105349831938064
"179",0.103330318893616
"180",0.102464786803458
"181",0.102171056353544
"182",0.101410615710929
"183",0.100802481498946
"184",0.0998383707889103
"185",0.0982990108009675
"186",0.0973469829732765
"187",0.0959135280716927
"188",0.0941986209931228
"189",0.0940079759969541
"190",0.0914229524468001
"191",0.0911882784847941
"192",0.0903405864144617
"193",0.0886838037672801
"194",0.0879434940224742
"195",0.0867959480905517
"196",0.0856019993385696
"197",0.0845536117040021
"198",0.0834574824617832
"199",0.08281847542425
"200",0.0810335316065983
"201",0.0801387455686865
"202",0.0789513229592471
"203",0.0782303544687107
"204",0.0772376274915963
"205",0.0767419062832309
"206",0.0760657187766423
"207",0.0747786640167492
"208",0.074050793785446
"209",0.0729628713467767
"210",0.0712125624714169
"211",0.0708180307196499
"212",0.0696686110540855
"213",0.069231241595594
"214",0.0687893498640566
"215",0.0682096616377715
"216",0.0671784356039222
"217",0.0666380755773624
"218",0.0653476368885818
"219",0.0649276932780079
"220",0.0642000296528674
"221",0.0638121329015795
"222",0.0630070974840764
"223",0.0619792454229661
"224",0.0613627840147492
"225",0.0610923529461775
"226",0.0596660358249149
"227",0.0590559414608781
"228",0.0585187983303863
"229",0.0577167774632186
"230",0.0570559809643659
"231",0.0568973032064991
"232",0.0557398519320316
"233",0.0554859224702648
"234",0.05472871056141
"235",0.054260132538146
"236",0.0537858777510079
"237",0.0533615042220736
"238",0.0529592037607477
"239",0.0522416056920705
"240",0.0516763179018711
"241",0.0512726586748637
"242",0.0504621709940649
"243",0.0502082284721946
"244",0.0501061103661376
"245",0.0492563845056249
"246",0.0490786448365436
"247",0.0480845154997745
"248",0.0475436351288777
"249",0.0468193166746716
"250",0.0464828091850069
"251",0.0459905182727735
"252",0.0458770131545507
"253",0.0455413588566675
"254",0.0445969245218205
"255",0.0443201196480762
"256",0.0440360721218395
"257",0.0433323290521318
"258",0.0429681983972894
"259",0.0427349566599527
"260",0.0422178634643459
"261",0.0418048868896112
"262",0.0416534354584702
"263",0.0409229487951278
"264",0.0405078356923157
"265",0.0399901311394283
"266",0.0396669386239168
"267",0.0390624550845715
"268",0.0385109011716009
"269",0.0383906272315169
"270",0.0381429710331468
"271",0.0376733974323518
"272",0.0369529018034814
"273",0.0365835798161598
"274",0.0361899220942375
"275",0.0357796058689601
"276",0.0356053651169545
"277",0.0351551102791838
"278",0.0348889420365011
"279",0.0344232774858609
"280",0.0341343618581547
"281",0.0335997931520468
"282",0.033109501207376
"283",0.0329007435593907
"284",0.0326460816929845
"285",0.0322703055880616
"286",0.0319297823409081
"287",0.0315271566098559
"288",0.0314155581675329
"289",0.0312144665932446
"290",0.0307691024444189
"291",0.0304023251762555
"292",0.0302461151676662
"293",0.0300041775883679
"294",0.0294676974630937
"295",0.0292267871159091
"296",0.0290671244417048
"297",0.0287162253974154
"298",0.028209328957909
"299",0.0280222275305633
"300",0.0278158689980442
"301",0.0271585341477941
"302",0.0269059108120044
"303",0.0267581706818922
"304",0.026337192738252
"305",0.0260664757621934
"306",0.0257928917657418
"307",0.0255665783971205
"308",0.0253725417960784
"309",0.0250753271290812
"310",0.0245240404522387
"311",0.0243171448871767
"312",0.0239383173945716
"313",0.023935856016079
"314",0.0235007909180074
"315",0.0233801445208861
"316",0.0231032144227948
"317",0.0228275057520742
"318",0.0222062723065903
"319",0.0221212376964856
"320",0.0220606469461875
"321",0.0217533237618414
"322",0.021648066045685
"323",0.0212600311334769
"324",0.0211953427921339
"325",0.0209323173111301
"326",0.0205625679997612
"327",0.0203800201275052
"328",0.0201706140807349
"329",0.0199196830493048
"330",0.0195332240193897
"331",0.0193766089941286
"332",0.0191412929856139
"333",0.0188915274390868
"334",0.0187598907839769
"335",0.0185343235930496
"336",0.018307909967924
"337",0.0178984523395681
"338",0.0177462207702059
"339",0.0176185352126909
"340",0.0173039622725174
"341",0.0171031099619724
"342",0.0169778140400947
"343",0.0167920371055454
"344",0.0163702110630325
"345",0.0162306416897475
"346",0.0161678344521921
"347",0.0159344940349582
"348",0.0156354388767705
"349",0.0155918012471634
"350",0.0152742857135771
"351",0.0150263196696387
"352",0.0147613635751628
"353",0.0145324786328412
"354",0.0144534123938709
"355",0.0143287315727551
"356",0.0141407648729954
"357",0.0140029463207656
"358",0.0138733356466949
"359",0.0135838727021547
"360",0.0133887979239294
"361",0.0133328192187766
"362",0.0132197953184256
"363",0.0129769946287659
"364",0.0126466888877762
"365",0.0124894655063649
"366",0.0120196029058929
"367",0.0119028268155831
"368",0.0117807708536664
"369",0.011719100942715
"370",0.0114562046966783
"371",0.0113081524471943
"372",0.0109346933429513
"373",0.010809193736649
"374",0.0107705864505792
"375",0.0103009348718592
"376",0.0101561173945511
"377",0.00998691365281761
"378",0.00983027527110444
"379",0.00963155557166977
"380",0.00934025722811501
"381",0.00908726170549023
"382",0.00902697048189343
"383",0.00877033318670197
"384",0.00859437750193408
"385",0.00837147745662462
"386",0.00830686255840369
"387",0.00811875188436297
"388",0.00779373681137895
"389",0.00763004489567431
"390",0.00755310605457185
"391",0.00726218352051308
"392",0.00708784720869063
"393",0.0068903563920247
"394",0.00667488268728007
"395",0.00626713972224309
"396",0.00613783421082159
"397",0.00609797373135234
"398",0.00568652608523238
"399",0.00535857172712728
"400",0.005089471053388
